,company,model,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats
3015,Hyundai,Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Manual,First,15,1591,5
3016,Hyundai,Hyundai i20 1.2 Magna Executive,2018,650000,62841,Petrol,Manual,First,18,1197,5
3017,Hyundai,Hyundai Creta 1.6 CRDi SX,2016,950000,38600,Diesel,Manual,First,19,1582,5
3018,Maruti,Maruti Swift Dzire AMT ZDI Plus,2018,698000,27654,Diesel,Automatic,First,28,1248,5
3019,Hyundai,Hyundai Creta 1.6 CRDi SX,2017,975000,48698,Diesel,Manual,First,19,1582,5
3020,Maruti,Maruti Wagon R VXI AMT 1.2,2018,445000,32995,Petrol,Automatic,First,20,1197,5
3021,Tata,Tata Zest Quadrajet 1.3 75PS XM,2018,539000,60000,Diesel,Manual,First,22,1248,5
3022,Maruti,Maruti Swift Vdi BSIII,2010,350000,110000,Diesel,Manual,Fourth,17,1248,5
3023,Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011,550000,260000,Diesel,Manual,Fourth,12,2179,8
3024,Renault,Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Manual,Second,20,1461,5
3025,Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2011,330000,120000,Diesel,Manual,First,22,1199,5
3026,Hyundai,Hyundai EON Era Plus,2014,220000,80000,Petrol,Manual,Third,21,814,5
3027,Maruti,Maruti Ritz ZXi,2013,415000,60000,Petrol,Manual,Second,18,1197,5
3028,Maruti,Maruti Alto LX BSIII,2007,150000,75000,Petrol,Manual,First,19,796,5
3029,Hyundai,Hyundai Getz GLS,2005,150000,89000,Petrol,Manual,Second,15,1341,5
3030,Hyundai,Hyundai Verna CRDi ABS,2007,240000,110000,Diesel,Manual,First,18,1493,5
3031,Maruti,Maruti Alto LX BSIII,2009,170000,90000,Petrol,Manual,Second,19,796,5
3032,Maruti,Maruti Ciaz ZDi Plus SHVS,2015,550000,40000,Diesel,Manual,Third,28,1248,5
3033,Nissan,Nissan Micra Fashion Edition XL CVT,2017,500000,26000,Petrol,Automatic,First,19,1198,5
3034,Mahindra,Mahindra Xylo D2,2011,180000,120000,Diesel,Manual,Second,13,2489,8
3035,Mahindra,Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Manual,First,18,1198,6
3036,Maruti,Maruti Swift Dzire VXI,2014,400000,120000,Petrol,Manual,First,19,1197,5
3037,Hyundai,Hyundai Aent GLE,2009,120000,70000,Petrol,Manual,Second,13,1495,5
3038,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,765000,100000,Diesel,Manual,Second,24,1248,5
3039,Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,919999,90150,Diesel,Manual,First,24,1248,5
3040,Toyota,Toyota Platinum Etios 1.4 GXD,2018,730000,90000,Diesel,Manual,First,23,1364,5
3041,Tata,Tata Zest Quadrajet 1.3 75PS XM,2016,320000,120000,Diesel,Manual,First,22,1248,5
3042,Honda,Honda Amaze S i-Dtech,2015,455000,90000,Diesel,Manual,Second,25,1498,5
3043,Datsun,Datsun GO T Option BSIV,2015,350000,50000,Petrol,Manual,First,20,1198,5
3044,Mahindra,Mahindra TUV 300 T8,2016,509999,110000,Diesel,Manual,First,18,1493,7
3045,Tata,Tata Indigo LS,2011,175000,85700,Diesel,Manual,Second,17,1405,5
3046,Mahindra,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,Diesel,Manual,First,15,2523,9
3047,Tata,Tata Indigo CS GLS BSIII,2011,120000,70000,Petrol,Manual,Second,15,1193,5
3048,Hyundai,Hyundai i10 Sportz,2014,300000,30000,Petrol,Manual,Second,20,1197,5
3049,Honda,Honda City i DTEC E,2015,500000,100000,Diesel,Manual,First,26,1498,5
3050,Maruti,Maruti Baleno Delta 1.2,2016,562000,25339,Petrol,Manual,First,21,1197,5
3051,Hyundai,Hyundai EON Magna Plus,2014,250000,10000,Petrol,Manual,First,21,814,5
3052,Tata,Tata Zest Quadrajet 1.3 XT,2017,484999,35000,Diesel,Manual,First,20,1248,5
3053,Hyundai,Hyundai i10 Sportz,2013,280000,35000,Petrol,Manual,Second,20,1197,5
3054,Maruti,Maruti Ertiga VDI,2015,571000,68000,Diesel,Manual,Second,20,1248,7
3055,Maruti,Maruti Swift VXI,2013,400000,40000,Petrol,Manual,First,18,1197,5
3056,Tata,Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Manual,Second,19,1405,5
3057,Ford,Ford Figo Petrol EXI,2011,250000,25000,Petrol,Manual,First,15,1196,5
3058,Mahindra,Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Manual,Second,15,2523,7
3059,Tata,Tata Indica Vista Quadrajet VX,2012,175000,60000,Diesel,Manual,First,22,1248,5
3060,Ford,Ford Figo Diesel Titanium,2011,204999,70000,Diesel,Manual,Second,20,1399,5
3061,Mahindra,Mahindra XUV500 W8 2WD,2013,750000,80000,Diesel,Manual,Second,15,2179,7
3062,Hyundai,Hyundai i20 Active SX Diesel,2016,651000,42323,Diesel,Manual,First,21,1396,5
3063,BMW,BMW X1 sDrive20d M Sport,2011,1075000,42545,Diesel,Automatic,First,19,1998,5
3064,Maruti,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Manual,First,25,1248,5
3065,Maruti,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Manual,First,26,1248,5
3066,Mahindra,Mahindra Bolero B4,2015,445000,40200,Diesel,Manual,First,21,1498,7
3067,Ford,Ford Ecosport Sports Diesel,2013,475000,48000,Diesel,Manual,Second,21,1498,5
3068,Honda,Honda Amaze E Diesel BSIV,2014,465000,27233,Diesel,Manual,First,27,1498,5
3069,Tata,Tata Manza Aura Safire,2011,225000,35000,Petrol,Manual,First,15,1368,5
3070,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Manual,Second,12,2494,8
3071,Tata,Tata Sumo EX,2016,445000,63000,Diesel,Manual,First,15,2956,9
3072,Mahindra,Mahindra Bolero B4,2015,445000,62000,Diesel,Manual,First,21,1498,7
3073,Tata,Tata New Safari 3L Dicor LX 4x2,2012,450000,68240,Diesel,Manual,First,13,2956,7
3074,Mahindra,Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Manual,First,15,1997,7
3075,Maruti,Maruti Wagon R VXI,2010,200000,35000,Petrol,Manual,First,18,998,5
3076,Maruti,Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Manual,First,19,1197,5
3077,Hyundai,Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Manual,First,19,1582,5
3078,Hyundai,Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Manual,First,21,1396,5
3079,Ford,Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Manual,First,21,1498,5
3080,Maruti,Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Manual,First,16,1197,5
3081,Tata,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Manual,First,17,1193,5
3082,Tata,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Manual,First,17,1193,5
3083,Mahindra,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Manual,First,16,2179,7
3084,Ford,Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Manual,First,19,1194,5
3085,Mahindra,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Manual,First,16,2179,7
3086,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Manual,First,18,1197,5
3087,Hyundai,Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Manual,First,24,1186,5
3088,Hyundai,Hyundai EON Era Plus,2013,165000,45000,Petrol,Manual,Second,21,814,5
3089,Honda,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Manual,First,17,1497,5
3090,Tata,Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Manual,Second,25,1396,5
3091,Maruti,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Manual,First,20,1197,5
3092,Maruti,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Manual,First,20,1197,5
3093,Maruti,Maruti Ciaz ZDi Plus SHVS,2017,650000,60000,Diesel,Manual,First,28,1248,5
3094,Renault,Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Manual,First,20,1461,5
3095,Ford,Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Manual,Second,17,1399,5
3096,Hyundai,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Manual,First,21,1396,5
3097,Tata,Tata Indigo CS eVX,2013,227999,60000,Diesel,Manual,Second,25,1396,5
3098,Tata,Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Manual,First,22,1248,5
3099,Chevrolet,Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Manual,First,25,936,5
3100,Maruti,Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Manual,First,26,998,5
3101,Maruti,Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Manual,First,24,1248,7
3102,Ford,Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Manual,First,20,1399,5
3103,Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,1151000,69500,Diesel,Manual,Second,12,2494,8
3104,Datsun,Datsun GO T BSIV,2014,225000,33000,Petrol,Manual,First,20,1198,5
3105,Hyundai,Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Manual,First,19,1086,5
3106,Hyundai,Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Manual,First,18,1197,5
3107,Hyundai,Hyundai i10 Magna 1.2 iTech SE,2014,351000,25000,Petrol,Manual,First,20,1197,5
3108,Skoda,Skoda Fabia 1.2 TDI Active Plus,2012,199000,50000,Diesel,Manual,Second,20,1199,5
3109,Tata,Tata Hexa XE,2017,850000,50000,Diesel,Manual,First,17,2179,7
3110,Tata,Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Manual,Second,18,1248,5
3111,Tata,Tata Manza Aura (ABS) Quadrajet,2010,300000,120000,Diesel,Manual,Third,18,1248,5
3112,Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,950000,80000,Diesel,Manual,First,12,2494,7
3113,Mahindra,Mahindra TUV 300 T8,2015,430000,110000,Diesel,Manual,Second,18,1493,7
3114,Ford,Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,80000,Diesel,Automatic,First,10,3198,7
3115,Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2018,540000,30000,Diesel,Manual,First,24,1186,5
3116,Hyundai,Hyundai Santro Xing GL LPG,2012,175000,60000,LPG,Manual,Second,17,1086,5
3117,Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,2018,1150000,44000,Diesel,Automatic,First,17,1582,5
3118,Maruti,Maruti Alto 800 LXI,2020,350000,5000,Petrol,Manual,First,22,796,5
3119,Hyundai,Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Manual,First,18,1197,5
3120,Hyundai,Hyundai i20 Asta 1.4 CRDi,2015,535000,80000,Diesel,Manual,First,22,1396,5
3121,Maruti,Maruti Vitara Brezza ZDi Plus,2016,730000,100000,Diesel,Manual,First,24,1248,5
3122,Hyundai,Hyundai EON Era Plus,2016,280000,19000,Petrol,Manual,First,21,814,5
3123,Maruti,Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Automatic,First,21,1197,5
3124,Toyota,Toyota Innova 2.5 GX 7 STR,2012,520000,162000,Diesel,Manual,Fourth,12,2494,7
3125,Hyundai,Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Manual,Second,20,1197,5
3126,Maruti,Maruti Swift Dzire Vdi BSIV,2011,250000,170000,Diesel,Manual,First,19,1248,5
3127,Volkswagen,Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Manual,First,21,1498,5
3128,Tata,Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Manual,Third,19,1396,5
3129,Maruti,Maruti Vitara Brezza LDi Option,2017,711000,53000,Diesel,Manual,First,24,1248,5
3130,Maruti,Maruti Wagon R VXI BSIII,2013,250000,90000,Petrol,Manual,First,18,998,5
3131,Maruti,Maruti Swift Dzire VDI Optional,2017,675000,35000,Diesel,Manual,First,26,1248,5
3132,Maruti,Maruti Wagon R VXI BS IV,2016,325000,50000,Petrol,Manual,First,20,998,5
3133,Maruti,Maruti Alto 800 LXI,2016,250000,20000,Petrol,Manual,First,22,796,5
3134,Maruti,Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Automatic,First,28,1248,5
3135,Honda,Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Manual,First,17,1198,5
3136,Audi,Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Automatic,First,17,1968,5
3137,Lexus,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First,22,2487,5
3138,Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First,19,1999,5
3139,Jeep,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Automatic,First,9,3604,5
3140,Land,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Automatic,First,12,1999,7
3141,BMW,BMW 5 Series 520d Sport Line,2018,3790000,29500,Diesel,Automatic,First,22,1995,5
3142,Honda,Honda CR-V 2.4L 4WD AT AVN,2017,1750000,73000,Petrol,Automatic,First,12,2354,5
3143,Skoda,Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,Petrol,Automatic,First,14,1798,5
3144,Maruti,Maruti Ciaz 1.3 Alpha,2017,800000,28050,Diesel,Manual,First,28,1248,5
3145,Honda,Honda CR-V 2.4L 4WD AT AVN,2017,1825000,58000,Petrol,Automatic,First,12,2354,5
3146,Tata,Tata Hexa XTA,2017,1295000,58000,Diesel,Automatic,First,17,2179,7
3147,Renault,Renault Duster 85PS Diesel RxZ,2014,425000,69000,Diesel,Manual,First,19,1461,5
3148,Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Luxury,2016,4090000,70000,Diesel,Automatic,First,12,2987,7
3149,Hyundai,Hyundai Creta 1.6 SX Automatic Diesel,2015,910000,40000,Diesel,Automatic,First,17,1582,5
3150,Toyota,Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,Petrol,Automatic,First,14,1798,5
3151,Volvo,Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Automatic,First,18,1969,5
3152,Maruti,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Manual,First,26,1248,5
3153,Mahindra,Mahindra Bolero 2011-2019 SLX,2011,325000,142000,Diesel,Manual,First,15,2523,7
3154,Maruti,Maruti Swift VXI Deca,2016,500000,22947,Petrol,Manual,First,20,1197,5
3155,Hyundai,Hyundai i10 Sportz,2013,300000,30000,Petrol,Manual,Second,20,1197,5
3156,Hyundai,Hyundai EON D Lite Plus,2016,270000,7672,Petrol,Manual,First,21,814,5
3157,Maruti,Maruti Alto LXi,2010,160000,36659,Petrol,Manual,First,19,796,5
3158,Maruti,Maruti Omni E MPI STD BS IV,2016,210000,60000,Petrol,Manual,First,16,796,8
3159,Mahindra,Mahindra XUV500 W4,2014,850000,120000,Diesel,Manual,First,15,2179,7
3160,Mahindra,Mahindra XUV500 W4,2014,880000,120000,Diesel,Manual,First,15,2179,7
3161,Maruti,Maruti Zen Estilo Sports,2010,150000,39000,Petrol,Manual,First,16,1061,5
3162,Mahindra,Mahindra TUV 300 T8 AMT,2015,775000,45000,Diesel,Automatic,First,18,1493,7
3163,Maruti,Maruti Alto LXi,2009,160000,70000,Petrol,Manual,Third,19,796,5
3164,Ford,Ford Figo Diesel EXI,2012,220000,100000,Diesel,Manual,Second,20,1399,5
3165,Hyundai,Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Manual,First,22,1396,5
3166,Hyundai,Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Manual,First,22,1396,5
3167,Maruti,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Manual,First,21,1197,5
3168,Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Manual,First,22,1396,5
3169,Hyundai,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Manual,First,22,1396,5
3170,Mahindra,Mahindra XUV500 W8 2WD,2014,850000,60000,Diesel,Manual,First,15,2179,7
3171,Hyundai,Hyundai EON Era Plus,2013,200000,60000,Petrol,Manual,Second,21,814,5
3172,Skoda,Skoda Fabia 1.4 TDI Ambiente,2008,140000,150000,Diesel,Manual,Third,19,1422,5
3173,Hyundai,Hyundai Verna 1.6 VTVT AT SX,2016,800000,80000,Petrol,Automatic,Second,17,1591,5
3174,Maruti,Maruti Alto K10 2010-2014 VXI,2013,250000,35000,Petrol,Manual,First,20,998,5
3175,Maruti,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,44500,Diesel,Manual,First,25,1248,5
3176,Maruti,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Manual,Third,26,1248,5
3177,Renault,Renault Fluence Diesel E4,2012,250000,120000,Diesel,Manual,Third,21,1461,5
3178,Honda,Honda Amaze S i-DTEC,2016,500000,80000,Diesel,Manual,Second,25,1498,5
3179,Maruti,Maruti Gypsy King Soft Top MPI BSIV,2019,750000,9900,Petrol,Manual,First,11,1298,8
3180,Maruti,Maruti Swift ZDi,2014,650000,68000,Diesel,Manual,First,22,1248,5
3181,Honda,Honda BRV i-DTEC V MT,2016,950000,60000,Diesel,Manual,First,21,1498,7
3182,Chevrolet,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,580000,110000,Diesel,Manual,Second,13,2499,10
3183,Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Manual,First,18,1197,5
3184,Mahindra,Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,80000,Diesel,Automatic,First,11,2179,8
3185,Maruti,Maruti A-Star Vxi,2011,347000,30000,Petrol,Manual,First,19,998,5
3186,Mahindra,Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Manual,Third,15,2179,7
3187,Hyundai,Hyundai EON Sportz,2016,300000,35000,Petrol,Manual,First,21,814,5
3188,Tata,Tata Tigor 1.2 Revotron XZ,2017,493000,40000,Petrol,Manual,First,20,1199,5
3189,Hyundai,Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Manual,First,18,1197,5
3190,Maruti,Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Manual,Fourth,19,1248,5
3191,Datsun,Datsun RediGO 1.0 T Option,2017,300000,20000,Petrol,Manual,First,22,999,5
3192,Renault,Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Automatic,First,24,999,5
3193,Ford,Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Manual,Second,20,1399,5
3194,Mahindra,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Manual,First,20,1497,5
3195,Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Manual,First,12,2494,8
3196,Hyundai,Hyundai i20 Magna 1.2,2016,600000,10000,Petrol,Manual,First,18,1197,5
3197,Mahindra,Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Manual,First,15,2179,7
3198,Hyundai,Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Manual,Second,18,1197,5
3199,Maruti,Maruti Swift Dzire VXi,2012,285000,69000,Petrol,Manual,First,17,1298,5
3200,Mahindra,Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,Diesel,Manual,Second,25,1198,6
3201,Hyundai,Hyundai i10 Era,2008,130000,30000,Petrol,Manual,Second,19,1086,5
3202,Chevrolet,Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,500000,198000,Diesel,Manual,First,18,1248,8
3203,Hyundai,Hyundai i20 Asta (o),2010,350000,80000,Petrol,Manual,First,17,1197,5
3204,Maruti,Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Automatic,First,21,1197,5
3205,Maruti,Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Manual,First,21,1196,5
3206,Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Manual,First,18,1197,5
3207,Maruti,Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Manual,First,17,1373,7
3208,Maruti,Maruti Swift VDI,2012,450000,97000,Diesel,Manual,Third,22,1248,5
3209,Nissan,Nissan Micra Active XV,2014,390000,30000,Petrol,Manual,First,19,1198,5
3210,Maruti,Maruti Ertiga SHVS ZDI Plus,2017,940000,120000,Diesel,Manual,First,24,1248,7
3211,Renault,Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Manual,Second,19,1461,5
3212,Ford,Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Manual,Fourth,20,1399,5
3213,Toyota,Toyota Corolla AE,2003,145000,70000,Petrol,Manual,Second,13,1794,5
3214,Ford,Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Manual,First,25,1498,5
3215,Maruti,Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Manual,Fourth,21,1248,5
3216,Tata,Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Manual,Second,22,1248,5
3217,Maruti,Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Manual,Third,19,998,5
3218,Ford,Ford Figo Diesel EXI,2011,300000,80000,Diesel,Manual,First,20,1399,5
3219,Audi,Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Automatic,Fourth,12,2967,7
3220,Tata,Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Manual,Second,16,1405,5
3221,Maruti,Maruti Alto LX,2004,100000,100000,Petrol,Manual,Second,19,796,5
3222,Tata,Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Manual,Second,17,1396,5
3223,Mahindra,Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Manual,Second,13,2609,5
3224,Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,217000,Diesel,Manual,Fourth,12,2494,8
3225,Maruti,Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Manual,Second,18,998,5
3226,Hyundai,Hyundai i10 Asta,2012,300000,41000,Petrol,Manual,Second,20,1197,5
3227,Maruti,Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Manual,Second,16,1298,5
3228,Maruti,Maruti Alto K10 LXI,2011,199000,70000,Petrol,Manual,Third,20,998,5
3229,Renault,Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Manual,Second,20,1461,5
3230,Maruti,Maruti Ertiga ZDI,2014,570000,80000,Diesel,Manual,Second,20,1248,7
3231,Honda,Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Manual,Second,16,1497,5
3232,Maruti,Maruti Alto STD,2009,114999,100000,Petrol,Manual,First,19,796,5
3233,Tata,Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Manual,First,20,1199,5
3234,Renault,Renault Triber RXT BSIV,2019,600000,5000,Petrol,Manual,First,20,999,7
3235,Maruti,Maruti Vitara Brezza VDi Option,2016,610000,110000,Diesel,Manual,First,24,1248,5
3236,Hyundai,Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Manual,First,18,1197,5
3237,Tata,Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Manual,First,17,1198,5
3238,Maruti,Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Petrol,Manual,Second,20,998,5
3239,Honda,Honda Jazz 1.2 V i VTEC,2016,500000,41000,Petrol,Manual,First,18,1199,5
3240,Mahindra,Mahindra Bolero SLX,2011,340000,100000,Diesel,Manual,Second,13,2523,7
3241,Mahindra,Mahindra Bolero SLX,2007,245000,110000,Diesel,Manual,Third,13,2523,7
3242,Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Manual,Third,17,1399,5
3243,Maruti,Maruti Wagon R LXI,2008,221000,35008,Petrol,Manual,First,21,998,5
3244,Datsun,Datsun RediGO T,2017,270000,31100,Petrol,Manual,First,22,799,5
3245,Hyundai,Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Manual,First,24,1120,5
3246,Toyota,Toyota Etios G Safety,2011,300000,72000,Petrol,Manual,First,17,1496,5
3247,Toyota,Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Manual,First,23,1364,5
3248,Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Automatic,First,22,1582,5
3249,BMW,BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Automatic,First,22,1995,5
3250,Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Automatic,First,11,2755,7
3251,Renault,Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Automatic,First,13,1995,5
3252,Renault,Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Manual,First,23,1461,5
3253,Hyundai,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Automatic,First,18,1197,5
3254,Volkswagen,Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Manual,First,18,999,5
3255,Mahindra,Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Manual,First,15,2179,7
3256,Toyota,Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Manual,First,21,1364,5
3257,Volkswagen,Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Automatic,Second,17,1197,5
3258,Toyota,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Manual,First,13,2393,7
3259,Renault,Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Manual,First,19,1461,5
3260,Hyundai,Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Manual,First,22,1396,5
3261,Maruti,Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Manual,First,21,1197,5
3262,Honda,Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Automatic,First,19,1199,5
3263,Hyundai,Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Manual,Second,17,1197,5
3264,Hyundai,Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Manual,First,18,1197,5
3265,Hyundai,Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual,First,21,814,5
3266,Maruti,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual,First,19,1197,5
3267,Chevrolet,Chevrolet Beat LT,2015,200000,50000,Petrol,Manual,First,18,1199,5
3268,Tata,Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Manual,First,23,1199,5
3269,Chevrolet,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Manual,First,18,1199,5
3270,Ford,Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Manual,First,13,1299,5
3271,Maruti,Maruti Alto 800 LXI,2017,310000,15000,Petrol,Manual,First,24,796,5
3272,Chevrolet,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Manual,First,13,2499,9
3273,Chevrolet,Chevrolet Beat Diesel,2013,200000,60000,Diesel,Manual,Second,25,936,5
